title,price,rating,reviews,availability,brand,brand_store_link,category,details,about_item,link
"boAt Aavante Bar 610 Bluetooth Soundbar with 25W RMS Signature Sound, 2.0 Channel with Dual Passive Radiators, Upto 7 Hours Playback & Multi Connectivity(Charcoal Black)","1,998.",4.1 out of 5 stars,"49,183 ratings",In stock,Visit the boAt Store,https://www.amazon.in/stores/boAt/page/C45AC738-6190-4344-A3E4-CDF7B426BC8C?ref_=ast_bln,Electronics,"{'Model Name': 'Aavante Bar', 'Speaker Type': 'Soundbar', 'Special Feature': '25W RMS Stereo Sound, Dual Passive Radiators, Total Playback: Up to 6HRS', 'Recommended Uses For Product': 'For Smartphones or Tablets, For Televisions Tablets', 'Compatible Devices': 'Tablet, Smartphone', 'Subwoofer Diameter': '5 Inches', 'Net Quantity': '1 Piece', 'Surround Sound Channel Configuration': '2 1', 'Colour': 'Charcoal Black', 'Battery Life': '7 Hours', 'Included Components': 'Aavante Bar 610, User Manual, Warranty Card, Charging Cable', 'Product Dimensions': '6.8D x 41W x 6.8H Centimeters', 'Age Range (Description)': 'Adult', 'Item Weight': '700 g', 'Is Waterproof': 'false', 'Warranty Type': 'Limited', 'Number of Items': '4', 'Control Method': 'Touch', 'Wireless Communication Technology': 'Bluetooth', 'Power Source': 'AC Power', 'Water Resistance Level': 'Not Water Resistant', 'Number of Batteries': '1 Lithium Ion batteries required. (included)', 'Connectivity Protocol': 'Bluetooth', 'Includes MP3 player?': 'No', 'Number of USB 2 Ports': '1', 'Manufacturer': 'Imagine Marketing Ltd', 'Model': 'Aavante Bar 610', 'Batteries': '1 Lithium Ion batteries required. (included)', 'Item model number': 'Aavante Bar 610', 'Special Features': '25W RMS Stereo Sound, Dual Passive Radiators, Total Playback: Up to 6HRS', 'Audio input compatible with the item': 'Auxiliary', 'Speaker amplification type': 'Passive', 'Audio Wattage': '25 Watts', 'Batteries Included': 'Yes', 'Batteries Required': 'Yes', 'Battery cell composition': 'Lithium Ion', 'Includes Rechargeable Battery': 'Yes', 'Country of Origin': 'India'}","Power- This powerful soundbar is equipped with 25W RMS boAt Stereo Sound that amplifies your listening experience
2.0 Channel- The 2.0 Channel setup elevates the audio and lets you experience surround sound from the comfiest corner of your couch
Dual Passive Radiators- The Dual Passive Radiators produces crystal clear surround sound, which brings you an immersive sound experience with enhanced bass.
7 Hours Playback- The 2500mAh powerful battery plays music up to 7 hours on a single charge.
Multiple Connectivity- Stream all your music wirelessly with its multiple connectivity(BT, AUX, TF Card).
Ergonomically Portable- Its portable design, premium sound quality makes it a perfect style statement for modern homes",https://www.amazon.in/boAt-Aavante-Bar-610-Connectivity/dp/B0BZ4DJ7GZ/ref=sr_1_3?sr=8-3
